row_index,id,churn_probability
20464,20355,0
21382,38081,0
46838,15147,1
7844,62340,0
31567,21278,0
9506,13049,0
17150,11557,0
14865,9473,0
24936,50240,0
30738,49500,0
29229,40491,0
23298,61804,1
253,4972,0
1736,9632,0
38704,13673,0
3288,56275,0
13236,68974,0
47616,9997,0
4573,7514,0
14467,56447,0
1003,5438,0
44271,34382,0
4883,40599,0
53520,14758,0
54756,62028,0
21476,3811,0
20489,27644,0
9902,59704,0
35378,68165,0
43445,69101,0
46898,18671,0
47780,31515,0
18415,46602,0
12229,68731,0
20749,36701,0
31572,36056,0
24113,66809,0
54853,47576,1
10540,30410,0
43425,26591,0
31524,21913,0
39845,47465,0
5055,2941,0
44728,15310,1
55853,47649,0
24167,56258,0
25863,26869,0
55151,3776,0
28729,13783,0
48525,6247,1
23738,7312,0
40684,66927,0
35093,21221,0
21632,15145,0
42654,23188,0
43268,19636,0
32789,35105,0
18376,66651,0
25771,53627,0
3767,25589,0
30838,11456,0
23357,67093,0
41303,1180,0
42993,56193,0
25244,48731,0
34519,59775,0
42209,11316,0
9685,54179,0
12687,58019,0
47021,9216,0
9798,2532,1
12349,27994,0
52187,494,1
30395,50242,0
21995,53232,0
23056,61668,0
10520,23075,1
8451,1114,0
9126,58204,0
35605,29331,0
20458,5162,0
26735,33491,0
2191,59223,0
24653,52165,0
21147,29555,0
23713,31660,1
2101,55099,0
47482,26512,0
19114,34117,0
34429,59842,0
31829,53381,0
21351,14974,0
39955,58130,0
34995,28855,0
34037,25591,0
39021,33668,0
23872,10960,0
48858,47623,0
41582,45372,0
31557,32492,0
30325,28301,0
36720,49625,0
25151,16321,0
55395,39120,0
11373,35544,0
20168,58385,0
34887,65794,0
33180,58540,0
5739,25930,0
29650,46853,0
19709,15154,0
41083,69451,0
26405,23736,0
10881,51185,0
21897,58537,0
16935,14690,0
29679,48256,0
43766,65949,0
12913,13337,0
1603,31964,0
42179,27872,0
52903,29619,0
52758,29126,0
18219,10373,0
32984,53332,0
23228,19509,1
45880,40297,0
47256,64685,1
12007,55150,0
55055,5526,1
38224,42199,0
8400,7229,0
50605,19477,0
53495,58340,0
40707,51433,0
4679,43591,0
53141,52136,0
42575,67379,0
34190,36966,0
33808,1360,0
39163,51163,0
8919,42899,0
18842,3463,0
21373,22017,0
19366,35825,0
53528,32070,0
6646,25307,0
39025,22701,0
49270,23164,0
4248,3973,1
37721,9349,0
19730,38089,1
42835,35225,0
36974,36915,0
41854,55390,1
34480,28387,0
11496,40525,1
4579,30871,0
40654,38076,1
37301,63076,0
21020,14672,0
15286,16466,0
37727,60912,0
40813,11560,1
47489,39043,0
37969,7778,1
36566,22895,0
55681,5224,0
51265,49302,0
49703,59509,0
11751,25993,0
54184,44835,1
51248,37704,0
55664,60426,0
12668,25215,1
12181,29971,0
46899,46293,0
31506,67086,0
37911,61457,1
50883,62790,1
29266,1262,0
31867,63406,0
47428,40289,0
25770,51069,0
26696,28054,0
34794,32027,1
54202,16293,0
38823,16211,1
50356,19245,1
37142,17787,0
13958,6337,1
45978,7146,0
44521,64972,0
6788,24075,0
32770,35443,0
25018,8634,0
1670,68298,0
43497,51618,1
80,12087,1
37021,10985,1
31382,43015,0
42978,62554,0
43905,26848,0
11619,44147,1
14448,69218,0
52911,21797,0
41400,68317,0
45841,41377,0
34216,16706,0
26430,66377,0
2360,36360,0
3131,63975,0
46124,33012,0
50116,48965,0
25889,6258,0
1165,64762,0
10013,53818,0
5134,68001,0
54274,9658,0
21439,23404,0
37224,41341,0
36391,30622,0
8454,59617,0
55253,44054,0
28240,45917,0
15484,21111,0
13657,65464,0
22328,37844,0
43775,52523,0
11911,6969,0
38858,24018,0
17532,63417,0
29804,26992,0
22445,59294,1
4724,48129,0
19497,4266,0
33102,53220,0
10742,41198,0
24539,59141,0
681,6984,0
44801,17530,0
1484,66610,0
47318,14677,0
48764,20490,0
18903,13447,0
41338,67473,0
3214,59402,0
18129,47014,1
42858,1652,0
40829,27867,0
7277,7436,1
34125,13322,0
18218,58834,0
29952,44166,0
42991,42855,0
38364,24492,0
34913,59914,0
51045,66751,0
32297,37875,0
7686,58723,0
54403,35396,0
23011,23346,0
49290,49566,0
14304,59551,0
42331,40557,0
9146,25476,0
17841,57363,0
28989,29892,0
54398,62031,0
7524,62670,0
51175,50964,0
53067,14614,0
35452,16166,0
18178,18444,0
6793,8324,0
3154,15716,0
41705,37762,1
50111,67765,0
48150,37817,0
898,48077,0
42769,27746,0
13519,5664,0
32722,44815,0
14273,31576,0
16612,48792,0
51524,28618,0
3758,15511,0
46382,55257,0
44961,48401,0
9767,63013,0
2072,1697,0
36377,67395,0
18696,17564,0
33707,31611,0
9234,61888,0
26326,64505,0
35126,50320,0
40837,1073,0
49387,109,0
12949,34759,0
52797,3373,0
8350,54701,0
50626,12307,0
38127,30777,0
55635,39383,0
2757,51112,0
37440,8257,1
8736,27524,0
30931,56281,0
20768,42622,1
8021,21331,0
21210,57411,0
24694,10167,0
38570,69492,1
19209,2596,0
36449,44877,0
12958,33176,0
46436,61236,0
32302,15594,0
3003,16076,0
17491,5207,0
8875,21871,0
52604,34166,0
24582,17879,0
28359,66305,0
37248,48030,0
20268,51152,0
19499,35135,0
44657,41268,0
28089,49635,0
36374,62564,0
23945,56517,0
41202,16667,0
51622,67014,0
49941,43449,0
49870,39493,0
49551,42753,0
46981,60734,0
5205,6339,0
39731,47672,0
13446,53869,0
9186,28528,0
24287,31647,0
36072,38570,0
11484,5617,0
32678,27232,0
7002,66284,0
8607,7522,0
40163,6533,0
22715,59418,0
31620,24324,0
39299,47544,0
27462,40252,0
37844,11740,0
45059,61294,0
11904,5663,0
13501,54039,0
31326,1422,0
926,17299,0
1194,34079,0
23249,24620,0
32266,3353,0
43636,8894,0
29719,30560,1
46193,51429,1
41156,25246,0
47067,27598,0
8713,33370,0
28938,16633,0
30432,10119,0
20124,63390,1
20831,27618,0
33059,12801,0
15845,32802,0
8741,813,0
12179,64078,0
13941,8502,0
20844,68761,0
3222,6292,0
40327,39972,0
4097,12481,0
25590,24199,0
22877,67286,0
12428,30149,1
21477,39116,0
15509,46953,0
10853,49670,0
12725,26617,0
19016,48012,0
4985,30251,0
49329,50711,0
22810,163,0
52757,26137,0
29994,39069,0
8241,57118,0
32550,12714,0
5537,39916,0
37406,40668,0
27683,42413,0
27098,32833,1
45224,28229,0
36522,36232,0
2777,62208,0
55504,22016,0
25562,60915,0
6631,69618,0
51354,15126,0
28042,69707,1
16100,41271,0
49890,23143,0
24106,36335,1
42293,43816,0
54881,3770,0
36209,40247,0
46916,3707,0
44794,49806,0
44711,15273,0
25044,23113,0
18555,5289,0
41228,37800,0
23127,2237,0
45322,60229,0
32941,64159,0
45944,34247,0
6939,53339,0
15500,16306,0
24965,54001,1
48375,40172,0
21794,23789,0
38681,32916,0
50153,26684,0
48138,28545,1
50742,3093,0
46246,16664,0
37835,28929,0
17161,24762,1
3882,38389,0
21954,11668,1
4939,16391,0
6656,7563,0
40416,19406,0
32206,28854,0
30721,66596,0
4788,1684,0
21232,11385,0
53756,65059,0
7134,51899,0
45542,62228,0
11307,63085,0
49899,31400,0
6181,17276,0
52159,9065,0
12957,67756,0
55283,36031,0
47370,24116,1
30052,21794,0
2899,3044,0
34347,61942,0
47860,25635,0
32096,30153,0
55929,51204,0
20029,62133,0
34989,33673,0
53544,10021,0
39555,17810,0
12154,6620,0
930,63221,0
12761,3834,0
27538,1410,0
43796,16090,0
34139,36380,0
13745,40626,0
53027,9938,0
4168,27089,0
45566,63757,0
20406,16742,0
47808,61924,0
44551,35672,0
10172,45121,1
20996,65843,0
50916,10121,0
48560,42859,0
2616,8250,0
1812,55460,1
44303,20239,0
23909,46245,0
46417,26029,1
24314,28425,0
25007,63737,0
47890,36414,0
47062,13778,0
6468,44865,0
9720,51746,0
48798,34701,0
49239,28960,0
25246,35421,0
373,4897,0
543,7334,0
4347,37894,0
37232,44226,0
43693,46036,0
29226,32539,0
42817,10150,0
37974,27846,0
29169,38112,1
17208,54236,0
33622,12491,0
5073,13419,0
31683,3406,0
216,10772,0
49150,41548,1
45572,13479,0
3025,37408,0
53177,20997,0
268,67409,1
18063,69347,0
6075,60976,0
17979,5144,0
34400,45903,0
39883,12591,0
28908,24336,0
736,13712,0
14384,62710,1
8510,22543,0
43581,2439,0
53093,18139,1
33098,69187,1
51083,23544,1
11591,42691,0
44855,69815,0
35914,42653,0
53265,57039,0
52642,40007,0
10311,50163,0
45057,62626,1
39818,47740,1
27088,26535,0
36705,23234,0
54010,33878,0
50761,42324,0
31397,69384,1
55930,46492,0
34011,14154,0
14575,14054,1
5275,27011,0
5152,26311,0
26350,5070,0
14302,51885,0
55405,39084,0
25386,36570,0
37988,49460,0
6128,60176,0
36794,45175,0
38013,50033,0
46244,1391,0
1811,1826,0
22971,41426,0
41386,58752,0
3279,57386,1
9298,5655,0
42556,785,1
53272,62613,1
7100,31278,0
6366,16512,0
41359,57153,0
15176,43266,0
2592,42438,0
7568,45016,0
482,45602,0
20198,55939,0
41840,29287,0
24439,65359,0
5803,65006,0
7251,4075,0
32712,25624,1
25340,67155,0
34577,19090,1
26729,36388,0
46502,47359,0
11398,38265,0
43804,46680,0
53794,49694,0
15910,67060,0
7024,30444,0
51843,22369,1
225,35428,0
23865,24687,0
31039,50590,0
16688,1842,0
51055,21044,0
664,63405,0
30260,32874,0
49235,23715,0
4021,2353,1
38390,47184,0
43688,29128,0
14337,18523,0
24716,11544,0
32061,18782,0
32385,61900,0
54446,29038,0
5369,69950,1
23314,17689,0
24294,33004,0
18434,64197,0
31727,1891,0
29201,33645,0
42257,33141,0
41703,23533,0
8468,50445,0
13131,65684,0
9024,51420,1
8375,39415,0
39427,25131,0
13278,15465,0
17486,6657,1
429,64094,0
42227,58831,0
12520,42740,0
32702,59087,0
11300,56465,0
45347,20742,0
55898,13080,0
40248,30320,0
35714,7748,0
381,38503,0
4348,52911,0
30199,48722,0
35586,2419,0
6311,64077,0
43891,49104,0
25786,62096,0
50105,61539,0
34561,25647,0
28009,34228,0
11076,40518,0
48082,43901,1
21489,25459,0
55406,55291,0
9877,43603,0
27755,41131,0
42421,35365,0
52766,16333,1
22786,43370,0
3120,31150,1
49086,2825,0
22071,57749,1
4162,54143,0
9634,69664,0
37397,56098,1
38838,58978,0
32397,5845,0
25200,23334,0
45547,50453,0
22707,18064,0
24249,20515,0
15506,10801,0
30278,68545,0
42640,40030,0
46895,25379,0
6994,63385,0
6669,61426,0
20082,22590,0
20902,37492,0
8676,44671,0
32377,39266,0
48736,54084,1
35379,30178,0
4859,34213,0
1639,8480,0
17897,44735,0
36433,17922,0
25716,9254,0
45822,46507,0
28136,61753,0
26837,41511,0
8528,61715,0
22531,44621,0
52221,8366,0
7920,29313,0
40753,1477,0
8768,42940,0
18159,67489,1
16731,18421,0
5936,19569,0
19486,58519,0
9366,5563,0
21617,59921,0
30212,48954,0
37337,10093,0
12160,23341,0
42427,21470,0
29995,53765,0
50604,32642,0
50253,44437,0
31515,57705,0
6166,29519,0
38426,68889,0
40203,52500,0
30548,68878,0
5086,36841,0
410,25568,0
11744,1291,1
8089,3508,0
19105,29862,0
812,12677,0
51145,54943,0
15104,5003,0
44625,63825,0
24046,16558,1
24759,35315,0
48650,16598,0
6650,6827,0
43508,31469,1
39920,29827,1
16750,41022,0
24053,49467,0
7836,69450,0
13378,355,0
11940,34798,0
20993,9925,0
5125,50111,1
38064,5430,0
14233,21538,0
430,18459,0
28881,15560,0
30735,2040,0
23125,43429,0
13371,60015,0
43749,47067,0
33791,6522,0
54892,14002,0
46080,39400,0
11910,37101,0
13813,64765,0
5921,20951,1
4252,43834,0
20723,47683,0
44285,1234,0
46096,45590,0
43153,38619,0
17134,14213,0
6778,22666,0
47422,11708,0
2324,15004,0
16062,60193,1
22261,5367,1
47831,9213,0
19939,40255,0
36064,14300,0
12257,7440,0
10098,53730,0
585,19983,0
896,24924,0
28712,17506,0
18386,64753,0
15774,7601,0
29211,10368,0
37163,64906,0
3593,62500,0
30438,43961,0
13295,42398,0
39730,28660,0
49543,65665,0
37654,49711,0
31475,48975,0
39275,1693,0
34569,52107,0
53946,44859,0
17086,52449,0
11852,43445,0
12217,40523,0
47329,6053,0
16948,48137,0
55201,5119,1
24637,5064,0
14398,58904,0
11980,59926,0
44951,50794,1
26389,53175,0
37452,29550,0
18862,39973,0
38587,45277,0
19020,59525,0
31271,42650,1
43473,21699,0
38425,15143,0
53340,16414,0
31125,62633,0
39944,52642,0
7220,21841,0
15239,19080,0
44842,47197,0
50553,44378,0
18364,34114,0
18153,57714,0
43468,57455,0
44134,49742,0
29678,36773,0
24926,59601,0
9606,14361,0
26600,26116,0
37843,43183,0
34697,34820,0
5929,59403,1
45304,27220,0
27950,28720,0
55857,36805,0
24166,4143,0
52460,33306,0
21335,6508,0
38776,34534,0
14430,22206,0
48378,9619,0
46194,21646,0
29800,14759,0
20351,9755,0
40220,64172,0
27972,51726,0
43207,49871,0
41116,53454,0
49622,54510,0
28031,45414,0
29820,60879,0
47261,51927,0
38568,5915,1
10206,12395,0
44270,35661,0
39195,33648,0
55625,49793,0
34623,59377,0
16330,6545,0
24493,32633,0
53811,27596,0
22685,31473,0
7267,37184,0
42275,54513,0
4377,9397,0
1507,32288,0
39053,55964,0
54313,67167,0
11018,67435,0
31319,6286,0
24145,66744,0
49995,51997,0
47606,27054,0
41299,58373,0
22637,31771,0
9744,638,0
55637,6452,0
34345,19657,0
46434,28639,0
16073,60633,0
6491,7101,0
18010,34343,0
39863,25009,0
5711,4856,0
42398,14321,1
49547,35636,0
5970,13050,0
4948,29517,0
37027,60361,0
1731,22773,0
20737,43639,0
36760,31700,0
31391,61958,0
28839,31969,0
49564,34929,0
45914,48056,0
45663,9794,0
28075,12914,0
3585,13165,0
8825,23962,0
43980,63506,0
47604,9170,0
44091,14381,0
10986,9887,0
25781,27827,1
29575,3095,0
45773,37175,0
45633,393,0
12750,2933,0
49476,16113,0
45544,33243,0
6434,3360,0
40151,67885,0
32929,7907,0
45658,58600,0
1319,23532,0
44436,46400,0
55928,50883,1
18988,45445,0
29967,48483,0
23728,44304,0
45047,38131,0
43644,18767,0
54436,5960,0
53315,60828,0
47665,19485,0
3661,56207,0
3645,66105,0
54878,57929,0
21717,29450,0
36472,18825,0
31117,27774,0
1175,23466,1
35182,6705,0
28929,11081,0
21850,27802,0
51840,12902,0
32110,45259,0
35538,5666,0
52056,59143,0
37262,49538,0
5563,5018,0
24701,60013,0
32331,22610,0
3180,63557,0
35961,22263,0
25684,65638,0
50312,35516,0
2960,20945,0
42389,18059,0
51298,45954,0
52827,58689,0
45336,37203,0
7284,604,0
51741,25324,0
54111,18688,0
41019,51937,0
50615,55479,0
16869,20406,0
47817,15013,0
11625,1056,0
22148,9564,0
25996,57954,0
28641,4866,1
15621,56090,0
5831,52598,0
20691,37583,0
38128,47121,0
22124,62713,0
54637,68788,0
44086,24124,0
5159,16478,0
4729,16280,0
36236,60914,0
38609,55457,0
26787,55069,0
176,37761,0
26157,58728,0
48731,48164,0
53507,43454,0
21298,26095,0
9468,2477,1
14005,59871,0
26621,56986,0
53214,47263,0
53552,9319,1
52457,58859,0
51328,55504,0
52963,20453,0
40952,19785,1
10951,39950,1
30455,59504,0
47900,59447,0
5732,34824,0
19770,56691,0
22633,66840,0
36222,57852,0
45643,6278,0
40,61135,0
53305,20498,0
37143,30928,0
38385,51879,0
49611,65204,0
17418,42419,0
43062,11016,0
30007,68513,0
35329,20863,1
44281,27583,0
40026,43909,0
26333,26265,1
50374,26333,0
29724,64529,0
42961,55837,0
15572,52032,0
22610,24646,0
40272,17588,0
27113,68265,0
51671,62268,0
12065,42496,0
16264,45921,0
51498,66174,0
49369,42926,0
2761,67039,0
19412,37031,0
8565,67935,0
26317,17894,0
48009,28695,0
199,47468,0
7876,5204,0
32900,6594,0
5657,24101,0
22957,5050,0
55682,67853,0
50890,7013,1
17117,27677,0
53096,24661,0
32415,40597,0
13729,58304,0
42136,54907,0
55700,6111,0
9317,46978,0
24980,48924,0
36272,12426,0
38764,15314,0
37210,4682,0
53846,9172,0
22279,20946,0
36810,64924,0
4969,12102,1
54982,63303,0
780,5210,0
9951,61047,0
39149,6833,0
28313,63656,0
35845,45562,0
20210,2282,0
42453,54785,0
16648,37291,0
40552,43433,0
17351,38206,0
30084,24855,0
24947,52228,0
51414,46392,0
6415,5093,0
54163,63911,0
30942,44755,0
2095,25013,1
9937,32378,0
28113,53749,0
28784,28489,0
52405,50655,0
7064,36967,0
14395,64002,1
6990,35909,0
41231,29411,0
3653,66485,0
36557,39454,0
29691,59798,0
7161,45749,0
33419,5536,0
12422,3901,0
1975,34001,0
23520,31195,0
10675,29273,0
50697,49706,1
38996,53679,0
34365,34982,0
41710,8637,0
29291,19916,0
1164,65452,0
51084,20482,0
38393,54257,0
52328,46189,0
14326,17376,0
55942,19984,0
54213,61467,0
6232,1470,0
1180,33090,0
7451,36650,0
35565,21852,0
51228,60821,0
15610,56014,0
14712,16147,0
7499,18427,0
11504,17245,0
28568,3679,1
16366,65854,0
21190,57716,1
20160,36529,1
49644,1361,0
9911,31605,1
13321,22198,0
34086,57100,0
45785,58776,0
15207,26317,0
4128,39379,0
53253,20103,0
23370,15694,0
42551,18002,0
17567,23091,0
23272,19558,0
11993,1309,1
20586,10525,0
14401,10548,0
53584,54224,0
34150,33713,0
13497,61421,0
17736,18113,0
39682,39733,0
26942,45329,0
28821,58691,0
45440,32964,0
1118,15787,0
38118,35387,0
52189,34380,0
48264,20044,0
47237,25216,0
51583,16252,0
20048,60381,0
30983,1787,0
28005,3536,0
23947,69336,0
24157,16943,0
36033,20077,0
31052,19918,0
36749,2757,0
35633,6891,1
34211,59034,0
33331,29374,0
39716,31623,0
52196,17631,0
2476,4893,1
3173,53715,0
25644,45627,0
52001,58930,0
40905,34082,0
9459,35087,1
55081,76,1
18480,54281,0
40550,47229,0
2746,36533,0
16495,16042,0
385,52727,0
30335,29229,0
25607,27662,0
52690,44386,1
18618,23999,0
23015,12218,0
8836,46034,0
19393,17866,1
55456,40511,0
46360,24781,0
8755,27559,1
27283,67989,0
52679,45120,0
27214,45687,0
36785,48682,0
23045,13182,0
45812,59250,0
2235,56068,0
34680,54095,0
19067,4377,0
49466,38888,0
51604,61366,0
13876,34937,0
19018,51482,0
27244,7928,0
13619,1041,0
17717,54202,0
2807,41137,0
55665,68158,1
28023,10485,0
29268,48103,0
27004,11577,0
16823,13522,0
49936,13823,0
26125,55229,0
21595,27367,0
34659,24629,0
24825,39342,0
37928,40160,0
52381,14049,0
30190,13201,0
36360,68477,0
51207,4772,0
35838,7976,0
42336,32298,0
53063,8404,0
35749,40335,0
9061,67247,0
30923,21537,1
43388,37270,0
3780,16033,0
55806,43621,0
30038,57219,0
28630,19995,0
30731,65333,0
9728,32114,0
48936,3825,1
43234,61251,0
35716,16572,0
2758,11037,0
42999,63062,0
25441,66695,1
31121,30118,0
12285,33902,0
23692,3182,0
49284,59991,1
36098,31789,0
15019,27669,0
31051,348,0
50473,46659,1
20822,1046,0
49998,15272,0
46552,23882,0
17552,35157,0
4060,37677,0
45388,55470,1
3393,23354,0
49594,12056,0
36070,49093,0
26977,45344,0
5011,3591,0
33306,27521,0
7978,38549,0
35741,41619,0
19980,69063,0
45020,22839,0
2463,48494,0
39584,24301,0
22750,19026,0
29262,1528,0
49503,39658,0
42091,68050,1
18821,46692,0
41484,58581,0
4,69476,0
42975,34136,0
7801,63748,0
48679,16307,0
29338,38308,0
35382,22189,0
13373,38806,0
14881,69631,0
21879,46785,0
38946,27427,0
47364,58988,0
5491,3401,0
27179,57965,1
40359,43241,0
40568,28332,0
50099,54629,0
38743,27377,0
48999,13767,0
21674,56543,0
14129,56153,0
28284,31328,0
17521,47559,0
2668,47596,1
37932,67199,1
17417,38777,0
52869,11072,0
4850,56043,0
25424,26367,0
32114,62509,0
28811,26126,0
33094,63804,0
48810,64467,0
15681,62744,1
35644,52762,0
36026,12610,0
7456,28692,0
13069,43672,0
35770,25872,0
17895,29024,0
16355,66734,0
40704,48244,0
55882,20262,1
33820,24395,0
53389,21088,0
41237,56316,0
36897,3673,0
32223,10561,0
9462,50517,0
15557,66106,0
46563,61559,0
45549,60885,0
44391,468,0
46594,6110,0
3899,6023,0
29712,28833,0
43293,6032,0
41211,34348,1
36847,42156,0
34895,52724,0
4028,46115,0
46935,36434,0
26778,15978,0
31411,11571,0
38927,24678,0
30578,11178,0
6896,42363,0
54680,35667,0
29572,20899,0
31519,12803,0
51252,43190,0
53720,66821,0
49510,60544,0
13504,19855,0
35211,62715,0
25894,58912,0
22697,19888,0
26453,36989,0
25205,55912,0
38175,58011,0
23811,1097,0
46811,53252,1
24339,16528,0
16641,63262,0
49835,36632,0
32159,2973,0
35915,60222,0
19538,36557,0
39166,28696,0
8423,30016,0
54818,30733,0
30064,69435,0
53009,58366,0
14160,65507,0
19469,56824,0
1174,4667,0
48970,9447,1
31855,24242,0
13577,62055,0
37987,26206,0
23748,61812,0
20427,60433,0
42251,69601,1
26089,57388,0
23534,55131,0
47743,32805,0
45014,11409,0
49164,65694,0
43829,52706,0
24247,57276,0
40540,69872,0
21135,33376,0
30089,27276,0
34236,43504,0
55024,41345,0
48230,9739,0
36585,65139,0
49250,31448,0
30032,54320,0
26702,1757,0
37948,41273,0
16726,62245,0
35047,36629,0
46300,16189,0
52089,62846,0
33395,63401,0
6573,15153,1
40303,46716,0
11578,60606,1
182,48701,0
37015,7871,0
2097,19993,0
9149,64998,0
30854,65813,1
19253,22332,0
49804,51653,1
3467,50399,0
28868,4440,0
6648,29464,0
28866,48104,0
3788,20925,1
20021,54879,1
508,68145,0
33191,64140,0
45919,36156,0
17012,1770,0
44454,10734,0
40885,45327,0
6230,51300,0
22199,8199,0
34979,2145,0
32529,58783,0
21327,16681,0
35116,31484,0
24790,59737,0
36121,17036,0
14009,67104,0
10430,66340,0
27722,56977,0
18532,22121,0
40979,53198,0
19927,48091,0
10132,57532,0
51144,37535,1
27656,19095,1
46297,54592,0
18810,63966,0
52748,28059,0
40408,36511,0
55292,62845,0
34637,38122,0
52764,63675,0
47999,45474,0
49120,28224,0
33851,14945,0
14486,19727,0
13433,14468,1
24342,19444,0
12678,52200,0
20571,52486,0
10153,667,0
35385,18630,0
50274,63363,0
21531,18088,0
8428,40784,0
49541,30941,0
35164,25347,0
25549,44327,0
41026,37135,0
19409,60783,0
54188,32213,0
14500,17986,0
7743,27365,0
17271,34599,0
52581,67337,0
20146,7115,0
33279,1005,0
37765,44559,0
19244,3006,0
18566,51490,0
48140,52204,0
10999,61848,0
36308,69722,0
32295,9205,1
332,49753,0
5476,59071,0
2349,1051,0
52437,36768,0
52932,64874,0
53153,12943,0
50152,68054,0
274,64896,0
11807,20089,0
48549,40326,0
11893,30862,0
53742,14906,1
48145,30858,0
18442,23421,0
38086,63153,0
45877,58715,0
16701,52641,0
25941,23876,0
5228,4770,0
17664,66710,0
27282,69583,0
34391,36462,0
52020,64677,0
1317,19645,0
12838,12981,0
32931,17419,0
21816,13644,0
24023,32734,0
25577,5848,0
42826,29833,0
21229,46141,0
3829,59916,0
906,68559,0
35855,50497,0
51515,3509,0
19474,48840,0
3375,51288,0
44160,69041,0
25311,31641,0
14845,50653,0
9645,52868,0
36348,21758,0
7143,36086,0
14529,20488,1
32663,837,0
25131,25749,0
51790,23728,1
5333,43598,0
46159,25161,0
18187,48656,0
36977,21095,1
31729,13601,0
2672,32231,0
41579,50308,0
34858,10757,0
29232,51814,0
32856,60876,0
41739,33487,0
8394,58345,0
16981,54056,1
38404,2044,0
8546,53249,0
50178,17440,0
41385,20376,0
4810,39012,0
42763,67511,0
43963,57595,0
46689,32775,0
44599,32955,0
13103,64313,0
36311,65661,0
2549,19762,0
3524,27341,0
41040,29073,0
50832,62942,1
14180,9028,0
47859,28312,0
17593,683,1
53925,58464,0
16657,29520,0
25430,6443,0
21726,14528,0
37543,67179,1
114,43520,0
9451,7754,0
55519,19010,0
20120,14467,0
45828,11985,0
54778,7612,0
5394,56652,0
39995,61690,0
13858,47394,1
5211,20540,0
1710,19631,0
33028,428,0
6502,15110,0
29940,63579,0
6974,33385,0
43080,35804,0
38188,68576,0
54679,69565,0
33358,45415,1
6987,66931,0
48666,39448,0
26223,53020,0
40380,26008,0
55688,60441,0
42211,104,0
11451,61343,0
14427,45092,0
6916,34742,0
45289,21353,0
21055,45375,0
13591,23699,0
6692,65623,0
10946,13229,1
1793,32115,0
15458,55377,1
14632,7322,1
51987,51904,1
13856,65687,1
8372,47153,0
54789,26833,0
35708,40087,0
10538,45908,0
1498,62403,0
5428,44387,0
39171,18942,0
42378,14424,0
50198,21413,0
40742,35511,0
10821,33016,0
11065,5803,0
26877,11913,0
34705,11887,0
6904,15070,0
47300,47764,0
42076,39935,0
40212,32978,0
50195,39525,0
52151,9266,1
466,38447,0
43478,28050,0
26662,30387,0
51752,34037,0
42859,1619,0
43595,53631,0
18736,52195,0
46541,42879,0
12847,7599,0
54732,33830,1
47097,12293,0
47706,2153,0
20757,18844,0
28501,7843,0
53600,36339,0
18809,45807,0
18067,36839,1
48171,23386,1
1053,48692,0
47012,55030,0
17890,67616,0
949,5032,0
35769,68094,0
6809,55549,0
21041,22945,0
55119,65812,0
18197,32896,0
1590,44705,0
14737,59962,0
20735,48912,0
29071,51855,0
25953,11845,0
28686,6928,1
6736,52557,0
32012,20036,0
51441,68414,0
47521,5324,0
28889,64574,1
10904,19112,0
20516,38765,0
10958,33760,1
5572,57657,0
20730,20450,0
25584,66704,0
8639,56407,0
18726,48225,1
14103,60946,0
31504,21563,0
29707,24525,0
6919,1577,0
34392,12427,0
7063,39025,0
53348,51544,0
24097,10745,0
9588,35464,0
48389,24576,0
25576,61192,0
44335,22660,0
29509,46556,0
38835,62214,1
11546,23526,0
2780,7418,0
33546,45295,1
6860,45840,0
52786,41098,0
2980,63611,0
5522,61351,0
11272,64579,0
12724,17268,0
13964,53985,0
6933,42957,0
11968,28942,0
44812,37082,0
1124,36291,0
33255,46566,0
45275,10925,0
49712,65698,0
47398,16702,0
35874,22772,0
25754,5815,1
15387,17286,0
50803,7202,0
55574,47427,0
18718,30298,0
42407,15843,0
36251,38312,0
26542,2901,0
11900,3168,0
42830,32447,0
26063,15686,0
27984,34308,0
24793,11823,0
44539,32046,0
55217,52648,0
55199,47088,0
11648,10263,0
8270,26996,0
35619,28903,0
50969,55785,0
50933,58344,0
41934,64563,0
17452,4302,0
33603,35051,0
21937,42806,1
3697,34684,0
5187,61398,0
18427,56526,0
147,52296,1
41651,1165,0
30434,69779,0
21787,35797,0
45748,46614,0
18473,9903,0
32505,13521,1
27292,20956,0
41392,46701,1
50908,33419,1
44979,11892,0
33107,28253,0
31641,19515,0
53541,12761,0
27422,66979,0
51428,57023,0
7950,50310,1
1572,21071,1
30645,43101,0
49261,62739,0
30685,62323,0
14539,42485,0
50076,60244,0
43272,26251,0
15669,63732,0
15551,60130,0
30891,14693,0
19793,58201,0
38375,4345,0
21156,10519,0
1557,11306,0
29776,54129,0
24057,29660,0
15054,17317,1
19653,33479,0
55011,51926,0
5977,18873,0
26268,32205,0
15959,11809,0
35082,8055,0
51425,20054,0
7481,62829,0
35005,35963,0
45144,56731,0
19182,10768,0
39806,46612,0
6484,54442,0
8297,52278,1
20252,66547,0
43519,7691,0
26310,18416,0
41620,11110,0
19765,64271,0
24120,20166,0
33619,62812,0
26590,15290,0
10421,6855,0
53121,58836,0
39438,17128,0
44803,22261,0
14711,61735,1
20450,68147,0
16437,36222,0
24768,43218,0
48545,55456,0
50710,67488,0
53982,35886,0
52492,67277,1
5223,24462,0
25139,42795,0
8034,56551,0
39888,37556,1
5707,27177,0
28787,52054,0
3715,19964,0
