id,churn_probability,risk_level,primary_threshold,above_primary_threshold,actual_churn,positive_driver_1,positive_driver_1_shap,positive_driver_1_abs_shap,positive_driver_1_value,positive_driver_1_type,positive_driver_2,positive_driver_2_shap,positive_driver_2_abs_shap,positive_driver_2_value,positive_driver_2_type,positive_driver_3,positive_driver_3_shap,positive_driver_3_abs_shap,positive_driver_3_value,positive_driver_3_type,positive_driver_4,positive_driver_4_shap,positive_driver_4_abs_shap,positive_driver_4_value,positive_driver_4_type,positive_driver_5,positive_driver_5_shap,positive_driver_5_abs_shap,positive_driver_5_value,positive_driver_5_type,negative_driver_1,negative_driver_1_shap,negative_driver_1_abs_shap,negative_driver_1_value,negative_driver_1_type,negative_driver_2,negative_driver_2_shap,negative_driver_2_abs_shap,negative_driver_2_value,negative_driver_2_type,negative_driver_3,negative_driver_3_shap,negative_driver_3_abs_shap,negative_driver_3_value,negative_driver_3_type,negative_driver_4,negative_driver_4_shap,negative_driver_4_abs_shap,negative_driver_4_value,negative_driver_4_type,negative_driver_5,negative_driver_5_shap,negative_driver_5_abs_shap,negative_driver_5_value,negative_driver_5_type
63221,0.019080374062578512,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.23303588,0.23303588,26.0,Risk-increasing contribution,last_day_rch_amt_8,0.19592282,0.19592282,0.0,Risk-increasing contribution,spl_ic_mou_8,0.05367698,0.05367698,0.0,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.049377073,0.049377073,-1.0,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.049213987,0.049213987,-167.75,Risk-increasing contribution,total_activity_8,-0.4832641,0.4832641,106.36,Risk-reducing contribution,total_ic_mou_8,-0.34269452,0.34269452,74.38,Risk-reducing contribution,total_ic_mou_min_6_8,-0.30865788,0.30865788,74.38,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.27737385,0.27737385,0.023775146789874,Risk-reducing contribution,roam_og_mou_8,-0.18736209,0.18736209,0.0,Risk-reducing contribution
3834,0.005471057382772402,Below Primary Threshold,0.1,False,0,roam_og_mou_8,0.3940423,0.3940423,2.56,Risk-increasing contribution,roam_ic_mou_8,0.24641854,0.24641854,4.58,Risk-increasing contribution,last_day_rch_amt_8,0.2042841,0.2042841,0.0,Risk-increasing contribution,arpu_recent_vs_baseline,0.06815153,0.06815153,122.9846666666667,Risk-increasing contribution,roam_og_mou_change_6_to_8,0.056590024,0.056590024,2.56,Risk-increasing contribution,voice_rech_recency_8,-0.6203951,0.6203951,1.0,Risk-reducing contribution,total_activity_8,-0.45418853,0.45418853,1275.03,Risk-reducing contribution,aon,-0.27588245,0.27588245,3605.0,Risk-reducing contribution,total_ic_mou_8,-0.2729727,0.2729727,216.91,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.23129165,0.23129165,1.148070151793386,Risk-reducing contribution
1410,0.006645481023637952,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.32349384,0.32349384,0.0,Risk-increasing contribution,total_rech_num_8,0.18895084,0.18895084,32.0,Risk-increasing contribution,std_ic_mou_min_6_8,0.13899553,0.13899553,72.39,Risk-increasing contribution,total_activity_6,0.08843478,0.08843478,0.0,Risk-increasing contribution,arpu_change_6_to_8,0.060989093,0.060989093,523.68,Risk-increasing contribution,voice_rech_recency_8,-1.6799067,1.6799067,0.0,Risk-reducing contribution,total_activity_8,-0.62723243,0.62723243,1299.53,Risk-reducing contribution,total_ic_mou_8,-0.3382369,0.3382369,352.99,Risk-reducing contribution,roam_og_mou_8,-0.32875368,0.32875368,0.0,Risk-reducing contribution,last_day_rch_amt_8,-0.32400304,0.32400304,10.0,Risk-reducing contribution
16090,0.004269745200047669,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.06072341,0.06072341,8.0,Risk-increasing contribution,max_rech_amt_7,0.0581708,0.0581708,44.0,Risk-increasing contribution,loc_og_mou_change_6_to_8,0.036336146,0.036336146,-2.430000000000007,Risk-increasing contribution,max_rech_amt_8,0.03572403,0.03572403,44.0,Risk-increasing contribution,spl_ic_mou_8,0.0345775,0.0345775,0.0,Risk-increasing contribution,total_activity_8,-0.5377444,0.5377444,214.17,Risk-reducing contribution,last_day_rch_amt_8,-0.37611693,0.37611693,30.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.34341386,0.34341386,80.78,Risk-reducing contribution,total_ic_mou_8,-0.32905957,0.32905957,111.56,Risk-reducing contribution,ic_others_8,-0.22867796,0.22867796,0.33,Risk-reducing contribution
36380,0.0008026875615360007,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.2322485,0.2322485,20.0,Risk-increasing contribution,max_rech_amt_8,0.048287597,0.048287597,30.0,Risk-increasing contribution,recharge_count_min_6_8,0.044494558,0.044494558,15.0,Risk-increasing contribution,loc_ic_t2f_mou_7,0.038988408,0.038988408,15.44,Risk-increasing contribution,max_rech_amt_7,0.03148897,0.03148897,41.0,Risk-increasing contribution,voice_rech_recency_8,-1.116805,1.116805,1.0,Risk-reducing contribution,total_activity_8,-0.52752364,0.52752364,827.84,Risk-reducing contribution,total_ic_mou_8,-0.37762046,0.37762046,251.08,Risk-reducing contribution,total_ic_mou_min_6_8,-0.31508625,0.31508625,166.28,Risk-reducing contribution,vol_3g_mb_8,-0.21922623,0.21922623,421.24,Risk-reducing contribution
40626,0.02699105019226568,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.398763,0.398763,0.0,Risk-increasing contribution,std_ic_t2f_mou_6,0.12651412,0.12651412,1.63,Risk-increasing contribution,std_ic_mou_std_6_8,0.09667981,0.09667981,15.3787580772961,Risk-increasing contribution,arpu_std_6_8,0.09207942,0.09207942,154.34433432066396,Risk-increasing contribution,offnet_mou_8,0.06040438,0.06040438,211.79,Risk-increasing contribution,total_activity_8,-0.4865221,0.4865221,394.4,Risk-reducing contribution,total_ic_mou_min_6_8,-0.4532244,0.4532244,157.01,Risk-reducing contribution,total_ic_mou_8,-0.33749616,0.33749616,157.01,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.26460937,0.26460937,-0.1806888528812996,Risk-reducing contribution,aon,-0.22188523,0.22188523,2582.0,Risk-reducing contribution
9938,0.007519986867236798,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.3937391,0.3937391,0.0,Risk-increasing contribution,voice_rech_recency_8,0.05596518,0.05596518,4.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.042029962,0.042029962,703.40257875558,Risk-increasing contribution,roam_og_mou_7,0.041986395,0.041986395,0.0,Risk-increasing contribution,max_rech_amt_8,0.040056746,0.040056746,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,-0.62663984,0.62663984,2283.21,Risk-reducing contribution,total_activity_8,-0.525999,0.525999,4058.29,Risk-reducing contribution,total_ic_mou_8,-0.33090246,0.33090246,3971.83,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.29115283,0.29115283,0.7057372225958306,Risk-reducing contribution,roam_og_mou_8,-0.27093428,0.27093428,0.0,Risk-reducing contribution
27089,0.0024473200498654015,Below Primary Threshold,0.1,False,0,total_ic_mou_pct_change_7_to_8,0.08355023,0.08355023,-0.7789757003906972,Risk-increasing contribution,std_ic_mou_change_6_to_8,0.06442296,0.06442296,-55.33,Risk-increasing contribution,total_rech_num_8,0.05347917,0.05347917,8.0,Risk-increasing contribution,total_activity_change_6_to_8,0.049444284,0.049444284,1718.44,Risk-increasing contribution,std_ic_mou_pct_change_6_to_8,0.04630632,0.04630632,-0.8908388343261955,Risk-increasing contribution,voice_rech_recency_8,-1.0273157,1.0273157,1.0,Risk-reducing contribution,total_activity_8,-0.54630655,0.54630655,3639.11,Risk-reducing contribution,last_day_rch_amt_8,-0.37286943,0.37286943,41.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.37175047,0.37175047,729.21,Risk-reducing contribution,total_ic_mou_8,-0.30527946,0.30527946,729.21,Risk-reducing contribution
63757,0.22214049353389914,High,0.1,True,0,total_activity_pct_change_7_to_8,1.0082793,1.0082793,-0.8529602258573445,Risk-increasing contribution,last_day_rch_amt_8,0.4586815,0.4586815,0.0,Risk-increasing contribution,total_ic_mou_pct_change_7_to_8,0.21255198,0.21255198,-0.8314294417789962,Risk-increasing contribution,voice_rech_recency_8,0.103445165,0.103445165,4.0,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.10328757,0.10328757,-1695.27,Risk-increasing contribution,total_ic_mou_8,-0.28838342,0.28838342,88.54,Risk-reducing contribution,total_activity_8,-0.2744708,0.2744708,88.54,Risk-reducing contribution,total_ic_mou_min_6_8,-0.20790392,0.20790392,88.54,Risk-reducing contribution,roam_og_mou_8,-0.1327309,0.1327309,0.0,Risk-reducing contribution,aon,-0.08882348,0.08882348,1948.0,Risk-reducing contribution
16742,0.0018772029799532521,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.066609755,0.066609755,4.21,Risk-increasing contribution,std_og_mou_pct_change_6_to_8,0.045781072,0.045781072,2.949152542372881,Risk-increasing contribution,std_ic_mou_std_6_8,0.043862157,0.043862157,11.506245646990545,Risk-increasing contribution,max_rech_amt_8,0.033571787,0.033571787,50.0,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.023212811,0.023212811,0.3559412077209136,Risk-increasing contribution,voice_rech_recency_8,-0.8498648,0.8498648,1.0,Risk-reducing contribution,total_activity_8,-0.48317644,0.48317644,238.57,Risk-reducing contribution,spl_ic_mou_8,-0.4710354,0.4710354,0.14,Risk-reducing contribution,roam_og_mou_8,-0.35313466,0.35313466,0.0,Risk-reducing contribution,total_ic_mou_8,-0.2982102,0.2982102,85.43,Risk-reducing contribution
61924,0.027510850016688515,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.49887043,0.49887043,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.20655784,0.20655784,2.61,Risk-increasing contribution,arpu_std_6_8,0.101906344,0.101906344,113.92664202313112,Risk-increasing contribution,total_activity_pct_change_6_to_8,0.07641,0.07641,419.957928802589,Risk-increasing contribution,recharge_count_std_6_8,0.053845856,0.053845856,2.943920288775949,Risk-increasing contribution,total_activity_8,-0.4155286,0.4155286,1300.76,Risk-reducing contribution,vol_3g_mb_8,-0.32827887,0.32827887,753.76,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.28209606,0.28209606,1.4597870690796313,Risk-reducing contribution,total_ic_mou_8,-0.2339607,0.2339607,66.29,Risk-reducing contribution,roam_og_mou_8,-0.22294557,0.22294557,0.0,Risk-reducing contribution
35672,0.009343070394349203,Below Primary Threshold,0.1,False,0,roam_og_mou_8,0.9134406,0.9134406,6.06,Risk-increasing contribution,roam_ic_mou_8,0.2641015,0.2641015,9.83,Risk-increasing contribution,std_og_mou_8,0.19986084,0.19986084,1043.53,Risk-increasing contribution,total_rech_num_8,0.116328426,0.116328426,16.0,Risk-increasing contribution,arpu_8,0.09845899,0.09845899,614.446,Risk-increasing contribution,voice_rech_recency_8,-1.0877267,1.0877267,1.0,Risk-reducing contribution,spl_ic_mou_8,-1.0211933,1.0211933,0.5,Risk-reducing contribution,total_activity_8,-0.42490909,0.42490909,1477.18,Risk-reducing contribution,total_ic_mou_8,-0.22027336,0.22027336,222.24,Risk-reducing contribution,roam_og_mou_7,-0.1870235,0.1870235,16.79,Risk-reducing contribution
45121,0.661127618194794,Very High,0.1,True,1,total_activity_8,1.4935286,1.4935286,0.0,Risk-increasing contribution,total_ic_mou_8,0.5096179,0.5096179,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.2935133,0.2935133,-1.0,Risk-increasing contribution,aon,0.2764662,0.2764662,207.0,Risk-increasing contribution,last_day_rch_amt_8,0.24143527,0.24143527,0.0,Risk-increasing contribution,loc_ic_mou_change_6_to_8,-0.12681255,0.12681255,-16.68,Risk-reducing contribution,std_ic_mou_std_6_8,-0.11352021,0.11352021,1.208865400098603,Risk-reducing contribution,roam_og_mou_8,-0.07106958,0.07106958,0.0,Risk-reducing contribution,arpu_avg_6_8,-0.056326043,0.056326043,84.66733333333333,Risk-reducing contribution,loc_og_t2m_mou_8,-0.05206818,0.05206818,0.0,Risk-reducing contribution
65843,0.01659310502507587,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.25349888,0.25349888,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.16693434,0.16693434,-0.3993362638132431,Risk-increasing contribution,aon,0.116890445,0.116890445,414.0,Risk-increasing contribution,arpu_std_6_8,0.09380412,0.09380412,116.29120712628658,Risk-increasing contribution,total_ic_mou_pct_change_7_to_8,0.08243341,0.08243341,-0.7040356714424753,Risk-increasing contribution,spl_ic_mou_8,-1.6176904,1.6176904,0.39,Risk-reducing contribution,total_activity_8,-0.49681517,0.49681517,685.97,Risk-reducing contribution,total_ic_mou_8,-0.20948157,0.20948157,130.76,Risk-reducing contribution,roam_og_mou_8,-0.13692436,0.13692436,0.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.12210244,0.12210244,49.63,Risk-reducing contribution
10121,0.004079887734832741,Below Primary Threshold,0.1,False,0,aon,0.21666919,0.21666919,283.0,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.07998414,0.07998414,2.7955264347040223,Risk-increasing contribution,total_activity_pct_change_6_to_8,0.06225571,0.06225571,-0.6798626473404431,Risk-increasing contribution,max_rech_amt_7,0.060107443,0.060107443,30.0,Risk-increasing contribution,total_rech_num_8,0.058564536,0.058564536,8.0,Risk-increasing contribution,total_activity_8,-0.5371036,0.5371036,484.8,Risk-reducing contribution,total_ic_mou_min_6_8,-0.43822905,0.43822905,316.81,Risk-reducing contribution,voice_rech_recency_8,-0.41503298,0.41503298,2.0,Risk-reducing contribution,std_ic_t2f_mou_8,-0.33442387,0.33442387,3.71,Risk-reducing contribution,total_ic_mou_8,-0.33089715,0.33089715,316.81,Risk-reducing contribution
42859,0.0027960256383872634,Below Primary Threshold,0.1,False,0,onnet_mou_8,0.0704654,0.0704654,5.09,Risk-increasing contribution,max_rech_amt_7,0.051832892,0.051832892,41.0,Risk-increasing contribution,aon,0.050871007,0.050871007,471.0,Risk-increasing contribution,recharge_num_pct_change_6_to_8,0.03781441,0.03781441,2.0,Risk-increasing contribution,voice_rech_recency_8,0.035453673,0.035453673,4.0,Risk-increasing contribution,total_activity_8,-0.5507385,0.5507385,1588.56,Risk-reducing contribution,total_ic_mou_min_6_8,-0.38671905,0.38671905,111.38,Risk-reducing contribution,total_ic_mou_8,-0.33990628,0.33990628,422.79,Risk-reducing contribution,vol_3g_mb_8,-0.27697256,0.27697256,682.57,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.2497443,0.2497443,4.013286205699498,Risk-reducing contribution
8250,0.004702844530039706,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.13762408,0.13762408,5.0,Risk-increasing contribution,loc_ic_t2f_mou_7,0.10362269,0.10362269,104.38,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.06626388,0.06626388,-0.3788387526629087,Risk-increasing contribution,total_activity_change_7_to_8,0.058666065,0.058666065,-432.1300000000001,Risk-increasing contribution,spl_ic_mou_8,0.034160376,0.034160376,0.0,Risk-increasing contribution,last_day_rch_amt_8,-0.71294665,0.71294665,154.0,Risk-reducing contribution,total_activity_8,-0.5550904,0.5550904,708.54,Risk-reducing contribution,total_ic_mou_8,-0.29551798,0.29551798,214.71,Risk-reducing contribution,aon,-0.2922895,0.2922895,1810.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.25978214,0.25978214,90.78,Risk-reducing contribution
55460,0.7832383685176252,Very High,0.1,True,1,last_day_rch_amt_8,0.60132915,0.60132915,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.55651724,0.55651724,0.0,Risk-increasing contribution,voice_rech_recency_8,0.36361745,0.36361745,5.0,Risk-increasing contribution,isd_ic_mou_8,0.302583,0.302583,36.23,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.21559036,0.21559036,-0.4527831040489849,Risk-increasing contribution,total_activity_8,-0.4834562,0.4834562,1372.71,Risk-reducing contribution,total_ic_mou_8,-0.16636665,0.16636665,248.44,Risk-reducing contribution,roam_og_mou_8,-0.14777842,0.14777842,0.0,Risk-reducing contribution,loc_ic_t2m_mou_8,-0.11139815,0.11139815,126.73,Risk-reducing contribution,aon,-0.07767156,0.07767156,647.0,Risk-reducing contribution
20239,0.009111877324963576,Below Primary Threshold,0.1,False,0,arpu_std_6_8,0.0783525,0.0783525,141.04304152121634,Risk-increasing contribution,total_og_mou_8,0.057496507,0.057496507,0.0,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.04587756,0.04587756,-1.0,Risk-increasing contribution,spl_ic_mou_8,0.04078678,0.04078678,0.0,Risk-increasing contribution,arpu_min_6_8,0.033009958,0.033009958,0.0,Risk-increasing contribution,total_activity_8,-0.53697675,0.53697675,866.2299999999999,Risk-reducing contribution,last_day_rch_amt_8,-0.50102866,0.50102866,152.0,Risk-reducing contribution,roam_og_mou_8,-0.27395388,0.27395388,0.0,Risk-reducing contribution,vol_3g_mb_8,-0.26981825,0.26981825,819.39,Risk-reducing contribution,voice_rech_recency_8,-0.21825542,0.21825542,2.0,Risk-reducing contribution
46245,0.00284633250720057,Below Primary Threshold,0.1,False,0,arpu_change_7_to_8,0.11424699,0.11424699,253.28000000000003,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.09629703,0.09629703,-218.72,Risk-increasing contribution,arpu_std_6_8,0.080206335,0.080206335,109.9518599963942,Risk-increasing contribution,arpu_recent_vs_baseline,0.053600226,0.053600226,153.075,Risk-increasing contribution,arpu_change_6_to_8,0.047823817,0.047823817,205.945,Risk-increasing contribution,voice_rech_recency_8,-0.79995835,0.79995835,1.0,Risk-reducing contribution,total_activity_8,-0.52141166,0.52141166,348.13,Risk-reducing contribution,last_day_rch_amt_8,-0.47512925,0.47512925,77.0,Risk-reducing contribution,total_ic_mou_8,-0.35627136,0.35627136,166.29,Risk-reducing contribution,total_ic_mou_min_6_8,-0.26668057,0.26668057,164.54,Risk-reducing contribution
26029,0.8651331710956345,Very High,0.1,True,1,total_activity_8,1.6180644,1.6180644,0.0,Risk-increasing contribution,total_ic_mou_8,0.598157,0.598157,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.22054382,0.22054382,0.0,Risk-increasing contribution,roam_og_mou_8,0.2094096,0.2094096,397.39,Risk-increasing contribution,total_ic_mou_min_6_8,0.19382046,0.19382046,0.0,Risk-increasing contribution,roam_ic_mou_pct_change_7_to_8,-0.106521174,0.106521174,0.4064522793003718,Risk-reducing contribution,roam_ic_mou_change_6_to_8,-0.09442007,0.09442007,401.05,Risk-reducing contribution,roam_og_mou_7,-0.058581304,0.058581304,184.34,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.049314402,0.049314402,-0.0296725950017562,Risk-reducing contribution,recharge_count_std_6_8,-0.040242597,0.040242597,2.160246899469287,Risk-reducing contribution
28425,0.010499385935903632,Below Primary Threshold,0.1,False,0,total_activity_pct_change_7_to_8,0.6246582,0.6246582,-0.5754418224537746,Risk-increasing contribution,std_ic_mou_std_6_8,0.06751538,0.06751538,17.008912043069916,Risk-increasing contribution,total_rech_num_8,0.055609915,0.055609915,9.0,Risk-increasing contribution,recharge_count_min_6_8,0.043562185,0.043562185,9.0,Risk-increasing contribution,loc_og_t2t_mou_7,0.04273384,0.04273384,168.81,Risk-increasing contribution,total_activity_8,-0.5498859,0.5498859,290.92,Risk-reducing contribution,last_day_rch_amt_8,-0.44781563,0.44781563,20.0,Risk-reducing contribution,voice_rech_recency_8,-0.42407504,0.42407504,2.0,Risk-reducing contribution,aon,-0.3142312,0.3142312,2935.0,Risk-reducing contribution,total_ic_mou_8,-0.2525073,0.2525073,177.86,Risk-reducing contribution
63737,0.004804686900057072,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.18727465,0.18727465,6.68,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.084589906,0.084589906,-1.0,Risk-increasing contribution,arpu_std_6_8,0.08162301,0.08162301,153.22942788366586,Risk-increasing contribution,spl_og_mou_7,0.07185115,0.07185115,13.7,Risk-increasing contribution,arpu_avg_6_8,0.04748932,0.04748932,538.9506666666667,Risk-increasing contribution,total_activity_8,-0.55981696,0.55981696,264.87,Risk-reducing contribution,last_day_rch_amt_8,-0.52208775,0.52208775,67.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.35353464,0.35353464,108.14,Risk-reducing contribution,total_ic_mou_8,-0.32035923,0.32035923,108.14,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.21515644,0.21515644,-0.1075207224206482,Risk-reducing contribution
36414,0.004415363037418542,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.13551742,0.13551742,6.01,Risk-increasing contribution,total_rech_num_8,0.064795375,0.064795375,14.0,Risk-increasing contribution,onnet_mou_8,0.042673416,0.042673416,0.0,Risk-increasing contribution,recharge_amount_min_6_8,0.04068958,0.04068958,190.0,Risk-increasing contribution,max_rech_amt_7,0.038642906,0.038642906,36.0,Risk-increasing contribution,voice_rech_recency_8,-1.2015934,1.2015934,1.0,Risk-reducing contribution,total_activity_8,-0.4845289,0.4845289,442.54,Risk-reducing contribution,roam_og_mou_8,-0.40773764,0.40773764,0.0,Risk-reducing contribution,total_ic_mou_8,-0.33639103,0.33639103,47.46,Risk-reducing contribution,last_day_rch_amt_8,-0.27723548,0.27723548,10.0,Risk-reducing contribution
13778,0.004557922927756863,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.15361647,0.15361647,20.0,Risk-increasing contribution,loc_og_t2c_mou_8,0.108821385,0.108821385,17.14,Risk-increasing contribution,recharge_count_std_6_8,0.060687557,0.060687557,4.784233364802441,Risk-increasing contribution,roam_og_mou_7,0.04668722,0.04668722,0.0,Risk-increasing contribution,std_og_t2t_mou_6,0.04634182,0.04634182,331.49,Risk-increasing contribution,voice_rech_recency_8,-1.588601,1.588601,0.0,Risk-reducing contribution,total_activity_8,-0.5710189,0.5710189,790.3399999999999,Risk-reducing contribution,roam_og_mou_8,-0.4644144,0.4644144,0.0,Risk-reducing contribution,last_day_rch_amt_8,-0.34666368,0.34666368,20.0,Risk-reducing contribution,total_ic_mou_8,-0.3124898,0.3124898,80.53,Risk-reducing contribution
44865,0.004621077557514295,Below Primary Threshold,0.1,False,0,total_ic_mou_change_6_to_8,0.16572706,0.16572706,-242.13,Risk-increasing contribution,arpu_std_6_8,0.09435446,0.09435446,214.19744051847735,Risk-increasing contribution,arpu_change_7_to_8,0.09386735,0.09386735,292.444,Risk-increasing contribution,std_ic_t2f_mou_6,0.09153721,0.09153721,12.91,Risk-increasing contribution,arpu_change_6_to_8,0.07473327,0.07473327,523.475,Risk-increasing contribution,voice_rech_recency_8,-0.88790077,0.88790077,1.0,Risk-reducing contribution,total_activity_8,-0.61456513,0.61456513,954.37,Risk-reducing contribution,last_day_rch_amt_8,-0.59510976,0.59510976,150.0,Risk-reducing contribution,std_ic_t2f_mou_8,-0.39274678,0.39274678,30.24,Risk-reducing contribution,total_ic_mou_8,-0.33492237,0.33492237,105.78,Risk-reducing contribution
51746,0.028631155928984083,Below Primary Threshold,0.1,False,0,roam_og_mou_8,0.431307,0.431307,594.09,Risk-increasing contribution,isd_ic_mou_8,0.30493113,0.30493113,18.76,Risk-increasing contribution,last_day_rch_amt_8,0.16579776,0.16579776,0.0,Risk-increasing contribution,roam_ic_mou_8,0.15939452,0.15939452,229.81,Risk-increasing contribution,arpu_8,0.12009173,0.12009173,925.626,Risk-increasing contribution,spl_ic_mou_8,-0.7666215,0.7666215,0.1,Risk-reducing contribution,total_activity_8,-0.41684982,0.41684982,1528.24,Risk-reducing contribution,total_ic_mou_min_6_8,-0.31762227,0.31762227,578.81,Risk-reducing contribution,voice_rech_recency_8,-0.23616715,0.23616715,2.0,Risk-reducing contribution,total_ic_mou_8,-0.21831061,0.21831061,591.78,Risk-reducing contribution
34701,0.0038912938681045163,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.15355602,0.15355602,22.0,Risk-increasing contribution,recharge_count_std_6_8,0.0672964,0.0672964,4.898979485566356,Risk-increasing contribution,max_rech_amt_8,0.062205013,0.062205013,36.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.058684085,0.058684085,8.087687487093508,Risk-increasing contribution,spl_ic_mou_8,0.0327389,0.0327389,0.0,Risk-increasing contribution,voice_rech_recency_8,-1.3250971,1.3250971,1.0,Risk-reducing contribution,total_activity_8,-0.5460397,0.5460397,474.83,Risk-reducing contribution,roam_og_mou_8,-0.3825188,0.3825188,0.0,Risk-reducing contribution,total_ic_mou_8,-0.34808582,0.34808582,94.86,Risk-reducing contribution,last_day_rch_amt_8,-0.2926205,0.2926205,10.0,Risk-reducing contribution
28960,0.01634439909361448,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.42786843,0.42786843,0.0,Risk-increasing contribution,aon,0.24853575,0.24853575,240.0,Risk-increasing contribution,isd_ic_mou_8,0.12534395,0.12534395,5.73,Risk-increasing contribution,arpu_std_6_8,0.096885934,0.096885934,232.621388587168,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.08312605,0.08312605,0.418580450696139,Risk-increasing contribution,total_ic_mou_min_6_8,-0.62555426,0.62555426,376.26,Risk-reducing contribution,total_activity_8,-0.5503022,0.5503022,3512.83,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.3493541,0.3493541,1.5896658999764095,Risk-reducing contribution,vol_3g_mb_8,-0.32605895,0.32605895,1745.66,Risk-reducing contribution,total_ic_mou_8,-0.28358623,0.28358623,581.18,Risk-reducing contribution
35421,0.0012358514823360145,Below Primary Threshold,0.1,False,0,arpu_avg_6_8,0.043625675,0.043625675,533.6909999999999,Risk-increasing contribution,total_og_mou_min_6_8,0.038895942,0.038895942,1990.56,Risk-increasing contribution,std_ic_mou_std_6_8,0.037948493,0.037948493,23.92031958166297,Risk-increasing contribution,total_og_mou_7,0.036781743,0.036781743,1990.56,Risk-increasing contribution,total_rech_num_8,0.036764715,0.036764715,6.0,Risk-increasing contribution,voice_rech_recency_8,-1.1743212,1.1743212,0.0,Risk-reducing contribution,total_activity_8,-0.6103445,0.6103445,2967.38,Risk-reducing contribution,last_day_rch_amt_8,-0.36265776,0.36265776,42.0,Risk-reducing contribution,roam_og_mou_8,-0.32810742,0.32810742,0.0,Risk-reducing contribution,total_ic_mou_8,-0.31509683,0.31509683,170.13,Risk-reducing contribution
4897,0.012565768115862484,Below Primary Threshold,0.1,False,0,total_activity_pct_change_7_to_8,0.76165557,0.76165557,-0.5891280792283271,Risk-increasing contribution,aon,0.14341246,0.14341246,436.0,Risk-increasing contribution,total_activity_change_7_to_8,0.09891759,0.09891759,-2332.4700000000003,Risk-increasing contribution,total_rech_num_8,0.08167517,0.08167517,8.0,Risk-increasing contribution,arpu_avg_6_8,0.0770074,0.0770074,660.9943333333333,Risk-increasing contribution,last_day_rch_amt_8,-0.8891564,0.8891564,130.0,Risk-reducing contribution,total_activity_8,-0.4928115,0.4928115,1626.7199999999998,Risk-reducing contribution,total_ic_mou_min_6_8,-0.3679714,0.3679714,526.78,Risk-reducing contribution,total_ic_mou_8,-0.28669935,0.28669935,592.93,Risk-reducing contribution,roam_og_mou_8,-0.25826135,0.25826135,0.0,Risk-reducing contribution
